Student_Size,Tuition_In_State,Tuition_Out_State,Female_Share,Race_White,Race_Black,Race_Hispanic,Race_Asian,Race_AIAN,Race_NHPI,Race_Two_Or_More,Grad_Rate,School_Name,City,State,id
2054.0,51640.0,51640.0,0.5523465704,0.0944,0.0151,0.1013,0.3043,0.0,0.0024,0.0394,0.7918,Art Center College of Design,Pasadena,CA,109651
159.0,,,0.5644983462,0.3019,0.3774,0.2201,0.0063,0.0,0.0,0.0566,0.8592,Associated Technical College-Los Angeles,Los Angeles,CA,109721
77.0,,,0.2469135802,0.1169,0.039,0.7532,0.013,0.013,0.0519,0.013,0.7561,Associated Technical College-San Diego,San Diego,CA,109730
2977.0,43600.0,43600.0,0.7258883249,0.2623,0.0665,0.3839,0.1407,0.004,0.0094,0.0527,0.6282,Azusa Pacific University,Azusa,CA,109785
16451.0,1430.0,10310.0,0.5835383858,0.2095,0.0551,0.6509,0.0381,0.0031,0.0011,0.034,0.2243,Bakersfield College,Bakersfield,CA,109819
2585.0,1104.0,9936.0,0.6279776989,0.2139,0.1981,0.4476,0.0375,0.0062,0.0081,0.075,0.3171,Barstow Community College,Barstow,CA,109907
379.0,,,0.7936507937,0.1029,0.0871,0.6438,0.0712,0.0026,0.0158,0.066,0.563,Bellus Academy-Chula Vista,Chula Vista,CA,109934
212.0,7220.0,7220.0,0.34375,0.0849,0.184,0.1887,0.0283,0.0094,0.0094,0.0566,0.1194,Bethesda University,Anaheim,CA,110060
3390.0,46704.0,46704.0,0.6677920324,0.4032,0.031,0.2363,0.1286,0.0012,0.0018,0.0858,0.7041,Biola University,La Mirada,CA,110097
284.0,,,,0.1549,0.0493,0.6972,0.0986,0.0,0.0,0.0,0.8568,Brownson Technical School,Anaheim,CA,110194
2083.0,12185.0,12185.0,0.6715830875,0.4258,0.2516,0.1119,0.0086,0.0115,0.0038,0.0855,0.2946,Bryan University,Tempe,AZ,110219
8384.0,1336.0,8416.0,0.5126086035,0.482,0.0225,0.3373,0.0553,0.016,0.0019,0.063,0.3281,Butte College,Oroville,CA,110246
57.0,,,0.7764705882,0.4912,0.1579,0.1228,0.0351,0.0,0.0,0.1579,,California Institute of Integral Studies,San Francisco,CA,110316
7404.0,1270.0,9910.0,0.5586395622,0.3779,0.0089,0.5103,0.0266,0.0027,0.002,0.0552,0.3526,Cabrillo College,Aptos,CA,110334
7914.0,39720.0,39720.0,0.6606170599,0.3201,0.0625,0.423,0.0615,0.0048,0.0068,0.0576,0.612,California Baptist University,Riverside,CA,110361
1004.0,57946.0,57946.0,0.6189189189,0.2012,0.0349,0.1643,0.1584,0.003,0.0,0.0618,0.6572,California College of the Arts,San Francisco,CA,110370
,,,,,,,,,,,,University of California College of the Law-San Francisco,San Francisco,CA,110398
1023.0,63255.0,63255.0,0.4565217391,0.1994,0.0371,0.1896,0.3539,0.002,0.0,0.0899,0.936,California Institute of Technology,Pasadena,CA,110404
2374.0,50670.0,50670.0,0.6172284644,0.3648,0.04,0.4132,0.0543,0.0013,0.0051,0.0653,0.7359,California Lutheran University,Thousand Oaks,CA,110413
21521.0,11075.0,30995.0,0.5029626253,0.4972,0.0069,0.2311,0.144,0.0011,0.0026,0.079,0.8532,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,110422
355.0,13918.0,13918.0,0.6993670886,0.4169,0.062,0.369,0.0479,0.0085,0.0028,0.0085,0.1714,Alliant International University-San Diego,San Diego,CA,110468
8183.0,7696.0,19576.0,0.6426605505,0.1235,0.0422,0.6883,0.0692,0.0031,0.0009,0.0213,0.4949,California State University-Bakersfield,Bakersfield,CA,110486
8564.0,7826.0,19706.0,0.6771726535,0.1732,0.0285,0.6297,0.0893,0.0021,0.0062,0.0253,0.5665,California State University-Stanislaus,Turlock,CA,110495
15771.0,7675.0,19555.0,0.6247122956,0.0997,0.0524,0.7228,0.0607,0.0015,0.001,0.0252,0.5453,California State University-San Bernardino,San Bernardino,CA,110510
24271.0,7439.0,19319.0,0.4947096457,0.1322,0.0245,0.5426,0.2224,0.001,0.0017,0.0385,0.6652,California State Polytechnic University-Pomona,Pomona,CA,110529
13057.0,8064.0,19944.0,0.5745917085,0.4205,0.0281,0.3842,0.0574,0.0044,0.0023,0.0575,0.639,California State University-Chico,Chico,CA,110538
12642.0,7064.0,18944.0,0.6572807723,0.0424,0.1199,0.7165,0.0672,0.0006,0.0021,0.0212,0.4668,California State University-Dominguez Hills,Carson,CA,110547
21070.0,6980.0,18860.0,0.6211972522,0.1503,0.0301,0.6228,0.118,0.0028,0.0012,0.0239,0.5552,California State University-Fresno,Fresno,CA,110556
36956.0,7073.0,18953.0,0.5980079371,0.144,0.0236,0.5432,0.2151,0.0011,0.0015,0.0364,0.6926,California State University-Fullerton,Fullerton,CA,110565
10422.0,7055.0,18935.0,0.659212283,0.1524,0.0923,0.4088,0.2206,0.0012,0.0101,0.0517,0.4552,California State University-East Bay,Hayward,CA,110574
34131.0,7008.0,18888.0,0.5901544561,0.1485,0.0359,0.5127,0.2124,0.001,0.0023,0.0469,0.7126,California State University-Long Beach,Long Beach,CA,110583
21478.0,6813.0,18698.0,0.6057798555,0.0406,0.0397,0.7716,0.1014,0.0008,0.0006,0.0146,0.5198,California State University-Los Angeles,Los Angeles,CA,110592
32357.0,7095.0,18975.0,0.5794554799,0.1874,0.0526,0.572,0.089,0.0008,0.0015,0.0311,0.561,California State University-Northridge,Northridge,CA,110608
27867.0,7602.0,19482.0,0.5933941764,0.2176,0.0664,0.3862,0.2087,0.0026,0.0099,0.0585,0.5512,California State University-Sacramento,Sacramento,CA,110617
33073.0,14850.0,45627.0,0.5464962539,0.1952,0.0213,0.218,0.3524,0.0011,0.001,0.0622,0.9345,University of California-Berkeley,Berkeley,CA,110635
31777.0,15247.0,46024.0,0.6267241379,0.2054,0.0174,0.2457,0.3134,0.0011,0.0022,0.063,0.857,University of California-Davis,Davis,CA,110644
29494.0,14237.0,45014.0,0.5660897365,0.1289,0.0191,0.2624,0.3863,0.0015,0.0011,0.0641,0.8628,University of California-Irvine,Irvine,CA,110653
33040.0,13747.0,44524.0,0.6031569586,0.2511,0.033,0.2321,0.2989,0.0015,0.0016,0.0752,0.9257,University of California-Los Angeles,Los Angeles,CA,110662
22644.0,14170.0,44947.0,0.5768869034,0.105,0.0341,0.4008,0.358,0.0005,0.0016,0.0474,0.7627,University of California-Riverside,Riverside,CA,110671
33787.0,15265.0,46042.0,0.5198560768,0.1818,0.0179,0.2526,0.3432,0.0008,0.0007,0.0634,0.8768,University of California-San Diego,La Jolla,CA,110680
,,,0.5217391304,,,,,,,,,University of California-San Francisco,San Francisco,CA,110699
23205.0,14965.0,45742.0,0.5778541309,0.3173,0.0203,0.2604,0.1867,0.0015,0.0006,0.0885,0.8551,University of California-Santa Barbara,Santa Barbara,CA,110705
17812.0,14560.0,45337.0,0.5430579965,0.3078,0.0195,0.285,0.2465,0.0008,0.0013,0.0851,0.7571,University of California-Santa Cruz,Santa Cruz,CA,110714
7.0,,,,0.4286,0.0,0.0,0.2857,0.1429,0.0,0.1429,,Sofia University,Palo Alto,CA,110778
73.0,,,,0.274,0.0,0.6575,0.0137,0.0137,0.0,0.0274,0.878,California Beauty School,Modesto,CA,110875
22.0,7010.0,7010.0,,0.0,0.1364,0.0455,0.1364,0.0,0.0,0.0,,Haven University,Garden Grove,CA,111045
125.0,,,0.7063197026,0.344,0.08,0.376,0.056,0.0,0.0,0.144,0.825,California Hair Design Academy,La Mesa,CA,111054
881.0,56724.0,56724.0,0.5264900662,0.3303,0.0465,0.151,0.0885,0.0023,0.0011,0.0749,0.6399,California Institute of the Arts,Valencia,CA,111081
761.0,7672.0,19552.0,0.1915422886,0.477,0.0315,0.2221,0.1025,0.0053,0.0092,0.0946,0.6493,California State University Maritime Academy,Vallejo,CA,111188
,,,,,,,,,,,,California Western School of Law,San Diego,CA,111391
4878.0,1332.0,9508.0,0.6548463357,0.2474,0.0295,0.4301,0.1671,0.001,0.0139,0.0472,0.3977,Canada College,Redwood City,CA,111434
15365.0,1176.0,11232.0,0.5697621226,0.2527,0.0527,0.5277,0.0903,0.0012,0.0033,0.0373,0.4344,College of the Canyons,Santa Clarita,CA,111461
207.0,,,,0.1836,0.0242,0.6425,0.1063,0.0145,0.0048,0.0145,0.7571,Career Academy of Beauty,Garden Grove,CA,111513
581.0,,,0.6222222222,0.2306,0.0275,0.4785,0.0568,0.0,0.0034,0.0207,0.5362,Casa Loma College-Los Angeles,Sherman Oaks,CA,111638
225.0,,,0.3389984825,0.1289,0.12,0.4089,0.3111,0.0044,0.0089,0.0133,0.8256,CET-San Diego,San Diego,CA,111708
175.0,,,0.3389984825,0.08,0.0114,0.8457,0.0343,0.0,0.0114,0.0171,0.6543,CET-San Jose,San Jose,CA,111717
167.0,,,0.3389984825,0.006,0.0,0.988,0.0,0.0,0.0,0.006,0.8581,CET-El Centro,El Centro,CA,111726
191.0,,,0.3389984825,0.089,0.0838,0.7749,0.0052,0.0,0.0105,0.0366,0.6056,CET-Colton,Colton,CA,111744
149.0,,,0.3389984825,0.0134,0.0067,0.9732,0.0,0.0,0.0067,0.0,0.693,CET-Watsonville,Watsonville,CA,111762
187.0,,,0.3389984825,0.0053,0.0,0.9947,0.0,0.0,0.0,0.0,0.6358,CET-Salinas,Salinas,CA,111799
18710.0,1364.0,12004.0,0.5529309918,0.0976,0.068,0.7027,0.0709,0.0021,0.0036,0.0239,0.2914,Cerritos College,Norwalk,CA,111887
3496.0,1384.0,10264.0,0.665089877,0.3816,0.0675,0.4422,0.0412,0.0163,0.0034,0.042,0.2742,Cerro Coso Community College,Ridgecrest,CA,111896
10861.0,1150.0,8686.0,0.5889152341,0.1609,0.0863,0.4233,0.2199,0.0017,0.0144,0.0617,0.3793,Chabot College,Hayward,CA,111920
13568.0,1184.0,11120.0,0.5981098641,0.1408,0.0682,0.6267,0.0705,0.0022,0.0019,0.0337,0.2979,Chaffey College,Rancho Cucamonga,CA,111939
7629.0,62784.0,62784.0,0.6474741988,0.4822,0.0225,0.1861,0.1646,0.0013,0.0025,0.0886,0.8191,Chapman University,Orange,CA,111948
233.0,18933.0,18933.0,0.6774193548,0.0343,0.3433,0.206,0.0987,0.0,0.0,0.2833,,Charles R Drew University of Medicine and Science,Los Angeles,CA,111966
1456.0,41390.0,41390.0,0.6727078891,0.4519,0.0302,0.2878,0.103,0.0027,0.0041,0.0755,0.628,Concordia University-Irvine,Irvine,CA,112075
91.0,26300.0,26300.0,0.5431235431,0.3077,0.1099,0.3407,0.022,0.011,0.033,0.0549,0.29,San Diego Christian College,Santee,CA,112084
,,,,,,,,,,,,Church Divinity School of the Pacific,Berkeley,CA,112127
8126.0,1204.0,9844.0,0.5815824765,0.1512,0.0352,0.6607,0.082,0.0021,0.0022,0.0338,0.4275,Citrus College,Glendora,CA,112172
110.0,,,,0.6818,0.0273,0.1636,0.0182,0.0,0.0182,0.0364,0.648,Citrus Heights Beauty College,Citrus Heights,CA,112181
16060.0,1696.0,14656.0,0.5263157895,0.2089,0.0699,0.2767,0.3204,0.0029,0.0074,0.054,0.3831,City College of San Francisco,San Francisco,CA,112190
,,,0.6,,,,,,,,,Claremont Graduate University,Claremont,CA,112251
1379.0,64150.0,64150.0,0.4882629108,0.3662,0.0508,0.1537,0.1566,0.0,0.0015,0.0819,0.9331,Claremont McKenna College,Claremont,CA,112260
632.0,,,0.8982889734,0.144,0.0285,0.7484,0.0206,0.019,0.0016,0.0316,0.4569,Milan Institute-Visalia,Visalia,CA,112288
268.0,,,0.9207317073,0.0746,0.0709,0.6231,0.1978,0.0,0.0037,0.0149,0.7673,Clovis Adult Education,Clovis,CA,112367
7007.0,1180.0,9964.0,0.5567715458,0.2722,0.1,0.3241,0.1985,0.0053,0.004,0.0392,0.2533,Coastline Community College,Fountain Valley,CA,112385
377.0,22480.0,22480.0,0.3424657534,0.2679,0.0902,0.2626,0.1804,0.0106,0.0027,0.1114,0.4048,University of Silicon Valley,San Jose,CA,112394
100.0,,,,0.09,0.03,0.76,0.03,0.04,0.01,0.01,0.5412,Coba Academy,Anaheim,CA,112455
,,,,,,,,,,,,Western University of Health Sciences,Pomona,CA,112525
1917.0,1547.0,8870.0,0.5803876853,0.6641,0.035,0.2457,0.0203,0.0162,0.0026,0.0047,0.2866,Columbia College,Sonora,CA,112561
149.0,26175.0,26175.0,0.4504504505,0.4094,0.1879,0.094,0.0872,0.0268,0.0067,0.047,0.4811,California College of ASU,Los Angeles,CA,112570
2881.0,1142.0,8822.0,,0.0285,0.3457,0.5356,0.0219,0.0014,0.0042,0.033,0.1651,Compton College,Compton,CA,112686
4805.0,1312.0,9012.0,0.6162540366,0.117,0.1496,0.4549,0.1704,0.0017,0.0056,0.0656,0.2824,Contra Costa College,San Pablo,CA,112826
13527.0,1288.0,12808.0,0.5781169167,0.2205,0.091,0.2935,0.2435,0.0035,0.0132,0.0601,0.32,Cosumnes River College,Sacramento,CA,113096
5074.0,1188.0,12320.0,0.5726172466,0.2913,0.0404,0.5402,0.0642,0.0022,0.0014,0.0526,0.3516,Crafton Hills College,Yucaipa,CA,113111
6879.0,1340.0,11000.0,0.5864197531,0.4961,0.0237,0.3535,0.0313,0.0047,0.0025,0.0669,0.4398,Cuesta College,San Luis Obispo,CA,113193
6788.0,1340.0,10636.0,0.5663564288,0.5116,0.0365,0.3198,0.0446,0.005,0.0021,0.0423,0.3239,Cuyamaca College,El Cajon,CA,113218
12309.0,1150.0,9399.0,0.6001285072,0.1162,0.0375,0.548,0.212,0.0016,0.0036,0.0626,0.3435,Cypress College,Cypress,CA,113236
14953.0,1562.0,12317.0,0.5175903614,0.1656,0.0273,0.2854,0.3809,0.0011,0.005,0.0526,0.6716,De Anza College,Cupertino,CA,113333
173.0,,,0.6865079365,0.3064,0.0347,0.6127,0.0231,0.0058,0.0,0.0116,0.8031,International School of Beauty Inc,Palm Desert,CA,113449
8900.0,1326.0,9586.0,0.5592556317,0.1394,0.0245,0.761,0.0285,0.0027,0.0012,0.0278,0.281,College of the Desert,Palm Desert,CA,113573
92.0,29350.0,29350.0,,0.5,0.1087,0.163,0.087,0.0,0.0217,0.0,,Design Institute of San Diego,San Diego,CA,113582
,,,,,,,,,,,,Dharma Realm Buddhist University,Ukiah,CA,113616
14734.0,1312.0,9012.0,0.5539325843,0.2953,0.0582,0.3073,0.1822,0.0017,0.0052,0.0882,0.4607,Diablo Valley College,Pleasant Hill,CA,113634
1178.0,50666.0,50666.0,0.7291666667,0.2165,0.0628,0.3098,0.3022,0.0034,0.0076,0.0662,0.7767,Dominican University of California,San Rafael,CA,113698
,,,,,,,,,,,,Dominican School of Philosophy & Theology,Berkeley,CA,113704
24401.0,1238.0,10130.0,0.5692755826,0.1166,0.0636,0.6488,0.0616,0.002,0.0016,0.0098,0.3107,East Los Angeles College,Monterey Park,CA,113856
18994.0,1144.0,7144.0,0.5622641509,0.1517,0.1277,0.4925,0.0931,0.0028,0.0045,0.0208,0.3595,El Camino Community College District,Torrance,CA,113980
,,,,,,,,,,,,Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,114114
,,,0.8388157895,,,,,,,,0.6048,Empire College,Santa Rosa,CA,114123
7670.0,1366.0,8718.0,0.5925470925,0.0943,0.0339,0.4511,0.3446,0.0047,0.0029,0.0316,0.3855,Evergreen Valley College,San Jose,CA,114266
1319.0,34325.0,34325.0,0.8902821317,0.2904,0.0743,0.2509,0.1168,0.0106,0.0099,0.0045,0.7105,FIDM-Fashion Institute of Design & Merchandising,Los Angeles,CA,114354
1574.0,1465.0,9925.0,0.5331905782,0.3272,0.0978,0.3806,0.033,0.0216,0.0095,0.0267,0.4333,Feather River Community College District,Quincy,CA,114433
245.0,,,0.824120603,0.2612,0.102,0.4571,0.1143,0.0041,0.0041,0.049,0.797,Federico Beauty Institute,Sacramento,CA,114460
,,,,,,,,,,,,Fielding Graduate University,Santa Barbara,CA,114549
,,,,,,,,,,,,Five Branches University,Santa Cruz,CA,114585
52.0,,,,0.1538,0.0769,0.2885,0.4808,0.0,0.0,0.0,0.9313,Redondo Beach Beauty College,Torrance,CA,114637
10922.0,1565.0,12320.0,0.6058348852,0.2796,0.0331,0.3231,0.237,0.0024,0.007,0.0614,0.5842,Foothill College,Los Altos Hills,CA,114716
,,,,,,,,,,,,Franciscan School of Theology,San Diego,CA,114734
67.0,,,,0.5672,0.0299,0.194,0.0149,0.0896,0.0,0.1045,0.641,Fredrick and Charles Beauty College,Eureka,CA,114761
18774.0,1334.0,9454.0,0.5574422354,0.1507,0.0475,0.6541,0.1058,0.0043,0.0015,0.0298,0.2578,Fresno City College,Fresno,CA,114789
1614.0,35558.0,35558.0,0.7451317297,0.2032,0.0539,0.6152,0.0496,0.0087,0.0056,0.0087,0.5303,Fresno Pacific University,Fresno,CA,114813
,,,,,,,,,,,,Fuller Theological Seminary,Pasadena,CA,114840
16637.0,1150.0,9399.0,0.5429430289,0.151,0.0301,0.6017,0.1335,0.0014,0.0023,0.0528,0.3338,Fullerton College,Fullerton,CA,114859
4410.0,1506.0,12246.0,0.6101108033,0.2098,0.0195,0.6544,0.046,0.0025,0.0039,0.0356,0.3709,Gavilan College,Gilroy,CA,114938
308.0,,,0.5793650794,0.2597,0.0292,0.1136,0.1104,0.0,0.0,0.0032,0.3376,Gemological Institute of America-Carlsbad,Carlsbad,CA,114947
9807.0,1181.0,8381.0,0.5621056782,0.5452,0.0254,0.2895,0.0754,0.0019,0.0015,0.0187,0.3211,Glendale Community College,Glendale,CA,115001
854.0,,,0.7944325482,0.2002,0.0609,0.2248,0.1838,0.0105,0.0199,0.281,0.6397,Glendale Career College,Glendale,CA,115010
550.0,31243.0,31243.0,0.5438596491,0.2873,0.1691,0.1691,0.0855,0.0182,0.0273,0.0,,Golden Gate University,San Francisco,CA,115083
8919.0,1196.0,11084.0,0.540813207,0.2352,0.0196,0.3341,0.2988,0.0019,0.0053,0.052,0.4321,Golden West College,Huntington Beach,CA,115126
,,,,,,,,,,,,Graduate Theological Union,Berkeley,CA,115214
11467.0,1332.0,10628.0,0.5998535603,0.3973,0.0461,0.3815,0.0665,0.0028,0.0037,0.0498,0.2978,Grossmont College,El Cajon,CA,115296
173.0,,,0.7079646018,0.1387,0.1214,0.7052,0.0116,0.0,0.0116,0.0,0.7391,Salon Success Academy-Riverside,Riverside,CA,115357
7153.0,1404.0,8994.0,0.5629952456,0.0617,0.0176,0.8285,0.0337,0.0021,0.0022,0.021,0.3097,Hartnell College,Salinas,CA,115393
915.0,66255.0,66255.0,0.4362745098,0.2306,0.0525,0.2317,0.223,0.0022,0.0011,0.1082,0.9291,Harvey Mudd College,Claremont,CA,115409
79.0,,,0.918699187,0.0127,0.0506,0.6709,0.1646,0.0759,0.0,0.0,0.7059,Hilltop Beauty School,Daly City,CA,115658
,,,,,,,,,,,,Pacifica Graduate Institute,Carpinteria,CA,115746
5491.0,7913.0,19793.0,0.5871915719,0.5096,0.0262,0.2972,0.0306,0.0118,0.0031,0.0727,0.4607,California State Polytechnic University-Humboldt,Arcata,CA,115755
178.0,14760.0,14760.0,0.7753164557,0.264,0.0787,0.4326,0.0843,0.0056,0.0225,0.0337,0.629,Humphreys University-Stockton and Modesto Campuses,Stockton,CA,115773
6881.0,1126.0,7990.0,0.5408109531,0.0373,0.0096,0.9082,0.0048,0.0015,0.0004,0.0067,0.4085,Imperial Valley College,Imperial,CA,115861
609.0,,,0.4885844749,0.11,0.046,0.6749,0.0772,0.0,0.0082,0.0066,0.7729,Institute for Business and Technology,Santa Clara,CA,115931
107.0,20250.0,20250.0,,0.5701,0.0467,0.1869,0.1028,0.0093,0.0,0.0561,,Interior Designers Institute,Newport Beach,CA,116226
9577.0,1156.0,10996.0,0.5244169096,0.2867,0.0218,0.2495,0.2995,0.0014,0.0019,0.06,0.5629,Irvine Valley College,Irvine,CA,116439
205.0,,,0.9547169811,0.3707,0.122,0.3463,0.0244,0.0049,0.0098,0.1073,0.7027,Bellus Academy-El Cajon,El Cajon,CA,116563
69.0,,,0.5833333333,0.5652,0.1014,0.1739,0.029,0.0,0.0,0.0725,0.3784,American Jewish University,Los Angeles,CA,116846
4853.0,1334.0,9454.0,0.5875706215,0.1696,0.0274,0.7231,0.0449,0.0029,0.0014,0.0229,0.3748,Reedley College,Reedley,CA,117052
393.0,20462.0,20462.0,0.552715655,0.3588,0.0712,0.4249,0.0433,0.0102,0.0025,0.0509,0.527,Life Pacific University,San Dimas,CA,117104
3341.0,47000.0,47000.0,0.6243868255,0.1565,0.079,0.6324,0.0527,0.0021,0.0036,0.0371,0.6438,University of La Verne,La Verne,CA,117140
776.0,35650.0,35650.0,0.7198067633,0.4394,0.0206,0.2255,0.1778,0.0052,0.0039,0.0786,0.6307,Laguna College of Art and Design,Laguna Beach,CA,117168
2909.0,1131.0,11067.0,0.5850340136,0.4283,0.0468,0.2901,0.0681,0.012,0.0086,0.0265,0.38,Lake Tahoe Community College,South Lake Tahoe,CA,117195
131.0,,,0.7937219731,0.1145,0.3282,0.5038,0.0,0.0,0.0,0.0458,0.4182,Lancaster Beauty School,Lancaster,CA,117238
7158.0,1148.0,8684.0,0.5645283019,0.1801,0.215,0.2639,0.2133,0.0029,0.005,0.0602,0.3005,Laney College,Oakland,CA,117247
1564.0,1144.0,8224.0,0.4804177546,0.4201,0.0959,0.3178,0.0396,0.0281,0.0102,0.0448,0.257,Lassen Community College,Susanville,CA,117274
78.0,12320.0,12320.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,Latin American Bible Institute,La Puente,CA,117283
,,,,,,,,,,,,Life Chiropractic College West,Hayward,CA,117520
223.0,11420.0,11420.0,,0.0852,0.4978,0.0493,0.0135,0.0,0.0,0.0,0.7671,Lincoln University,Oakland,CA,117557
30.0,18720.0,18720.0,,0.4,0.2667,0.2333,0.0333,0.0,0.0333,0.0,,Southern California Seminary,El Cajon,CA,117575
1155.0,35910.0,35910.0,0.633611691,0.0926,0.0701,0.5177,0.1706,0.0009,0.0078,0.0623,0.6486,La Sierra University,Riverside,CA,117627
867.0,,,0.7089430894,0.203,0.0323,0.4602,0.2353,0.0,0.0012,0.0427,,Loma Linda University,Loma Linda,CA,117636
21899.0,1556.0,11440.0,0.5667487421,0.1199,0.1195,0.6004,0.0899,0.0016,0.0062,0.053,0.242,Long Beach City College,Long Beach,CA,117645
132.0,10769.0,10769.0,0.7567567568,0.197,0.1136,0.3485,0.2045,0.0076,0.0,0.0758,,Southern California University of Health Sciences,Whittier,CA,117672
6496.0,1238.0,10050.0,0.5839506173,0.1566,0.1096,0.585,0.0776,0.002,0.0051,0.0363,0.3254,Los Angeles Harbor College,Wilmington,CA,117690
13029.0,1238.0,10130.0,0.5526690391,0.2819,0.05,0.4944,0.0848,0.0015,0.0016,0.0445,0.3874,Los Angeles Pierce College,Woodland Hills,CA,117706
3793.0,1238.0,10130.0,0.7034178611,0.1221,0.3593,0.4242,0.0345,0.0011,0.0016,0.0401,0.2259,Los Angeles Southwest College,Los Angeles,CA,117715
10165.0,1238.0,10130.0,0.4784244302,0.078,0.1417,0.7089,0.0284,0.0025,0.001,0.0212,0.2527,Los Angeles Trade Technical College,Los Angeles,CA,117724
12470.0,1238.0,10130.0,0.5809067453,0.3169,0.0573,0.5088,0.0551,0.0012,0.0014,0.0286,0.3597,Los Angeles Valley College,Valley Glen,CA,117733
1606.0,36930.0,36930.0,0.4597457627,0.609,0.0255,0.2042,0.0648,0.0037,0.0044,0.0579,0.6868,The Master's University and Seminary,Santa Clarita,CA,117751
10857.0,1238.0,10130.0,0.5731540565,0.2132,0.0932,0.5025,0.0947,0.0016,0.0011,0.0356,0.238,Los Angeles City College,Los Angeles,CA,117788
220.0,,,0.7481481481,0.1,0.0682,0.5045,0.2636,0.0091,0.0,0.0545,,Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,117803
8031.0,1238.0,10130.0,0.5882137628,0.1487,0.0493,0.7055,0.0432,0.0012,0.0007,0.0171,0.2613,Los Angeles Mission College,Sylmar,CA,117867
7100.0,1312.0,9012.0,0.5785426584,0.1861,0.1289,0.4683,0.1199,0.002,0.007,0.0706,0.3862,Los Medanos College,Pittsburg,CA,117894
7171.0,58974.0,58974.0,0.5991213619,0.3952,0.0775,0.2457,0.1011,0.0003,0.0008,0.0824,0.8061,Loyola Marymount University,Los Angeles,CA,117946
277.0,,,0.7423580786,0.1516,0.0036,0.769,0.0144,0.0325,0.0,0.0036,0.7009,Lu Ross Academy,Ventura,CA,117955
96.0,,,0.9036144578,0.2292,0.0417,0.6771,0.0104,0.0,0.0,0.0208,0.5645,Lyle's College of Beauty,Bakersfield,CA,118134
77.0,,,0.9036144578,0.3766,0.039,0.4545,0.0779,0.0,0.0,0.039,,Lyle's College of  Beauty,Fresno,CA,118143
114.0,,,,0.5439,0.0088,0.3947,0.0175,0.0351,0.0,0.0,0.8763,Lytles Redwood Empire Beauty College,Santa Rosa,CA,118161
1025.0,,,0.8,0.2702,0.1707,0.3668,0.0898,0.0049,0.0127,0.0654,0.6984,MTI College,Sacramento,CA,118198
3928.0,1558.0,10828.0,0.5974193548,0.4483,0.0344,0.361,0.0619,0.0013,0.0031,0.0634,0.3441,College of Marin,Kentfield,CA,118347
2857.0,1423.0,8893.0,0.6122971819,0.3913,0.0231,0.3861,0.0378,0.0522,0.0035,0.0165,0.3077,Mendocino College,Ukiah,CA,118684
811.0,51070.0,51070.0,0.5094936709,0.1628,0.0432,0.3255,0.0666,0.0086,0.0197,0.1097,0.5415,Menlo College,Atherton,CA,118693
9677.0,1194.0,8154.0,0.5682755275,0.1691,0.0385,0.6619,0.0714,0.0041,0.003,0.0353,0.2914,Merced College,Merced,CA,118718
5153.0,1167.0,8703.0,0.6876155268,0.1877,0.2366,0.2884,0.1725,0.0016,0.0047,0.0586,0.2094,Merritt College,Oakland,CA,118772
542.0,63949.0,63949.0,0.541089566,0.2565,0.0535,0.1365,0.3782,0.0,0.0,0.0664,,Northeastern University Oakland,Oakland,CA,118888
10474.0,1152.0,9120.0,0.6114732725,0.3453,0.0358,0.4364,0.0722,0.0037,0.0068,0.0655,0.4184,MiraCosta College,Oceanside,CA,118912
5557.0,1438.0,12220.0,0.5887305699,0.1189,0.0396,0.3711,0.352,0.0027,0.0074,0.0664,0.4259,Mission College,Santa Clara,CA,118930
62.0,,,,0.0484,0.0,0.7742,0.0323,0.0323,0.0,0.0161,0.6207,Modern Beauty Academy,Oxnard,CA,118958
14714.0,1270.0,8870.0,0.5973788479,0.3173,0.0342,0.5603,0.0637,0.0054,0.0096,0.0005,0.2543,Modesto Junior College,Modesto,CA,118976
335.0,,,0.1756272401,0.0537,0.3851,0.3881,0.0478,0.006,0.0179,0.0507,0.4227,Moler Barber College,Oakland,CA,118994
8.0,,,0.53432282,0.5,0.0,0.25,0.125,0.0,0.0,0.0,,Middlebury Institute of International Studies at Monterey,Monterey,CA,119058
5759.0,1188.0,9924.0,0.5708683473,0.304,0.026,0.4978,0.0642,0.0023,0.0089,0.0667,0.283,Monterey Peninsula College,Monterey,CA,119067
12011.0,1416.0,8179.0,0.5490196078,0.3593,0.0217,0.4259,0.0803,0.0017,0.0023,0.0935,0.4025,Moorpark College,Moorpark,CA,119137
25311.0,1364.0,10212.0,0.5370350969,0.0827,0.0374,0.6545,0.1795,0.0013,0.0019,0.0315,0.3956,Mt San Antonio College,Walnut,CA,119164
1746.0,48132.0,48132.0,0.9312461633,0.0905,0.0538,0.5447,0.1901,0.0092,0.0029,0.0172,0.5668,Mount Saint Mary's University,Los Angeles,CA,119173
14859.0,1406.0,11276.0,0.6096942816,0.2211,0.0553,0.5178,0.0726,0.0036,0.0042,0.0501,0.3432,Mt San Jacinto Community College District,San Jacinto,CA,119216
